epoch,loss,scale128_output_loss,scale128_output_mse,scale128_output_psnr_metric,scale128_output_ssim_metric,scale256_output_loss,scale256_output_mse,scale256_output_psnr_metric,scale256_output_ssim_metric,val_loss,val_scale128_output_loss,val_scale128_output_mse,val_scale128_output_psnr_metric,val_scale128_output_ssim_metric,val_scale256_output_loss,val_scale256_output_mse,val_scale256_output_psnr_metric,val_scale256_output_ssim_metric
0,0.012612542848256891,0.005800422,0.005800422,24.462198,0.7213223,0.0068121315,0.0068121315,23.51629,0.6368725,0.005118425935506821,0.0034689470194280148,0.0034689470194280148,25.871990203857422,0.788062334060669,0.004579372704029083,0.004579372704029083,24.522146224975586,0.7070193290710449
1,0.00809961995400954,0.0035175607,0.0035175607,26.413212,0.8017433,0.004582062,0.0045820614,25.004114,0.72388595,0.006204748060554266,0.0031922899652272463,0.0031922899652272463,26.4248104095459,0.798561692237854,0.004452154505997896,0.004452154505997896,24.6253662109375,0.7251484394073486
2,0.007164065499913434,0.0031420547,0.0031420547,27.115126,0.8177319,0.004022005,0.004022005,25.701988,0.74617285,0.009918125346302986,0.00282774749211967,0.0028277472592890263,27.055566787719727,0.8126170039176941,0.003927764482796192,0.003927764482796192,25.192995071411133,0.7396077513694763
3,0.006706446392403181,0.0029718052,0.0029718052,27.374058,0.82458746,0.0037346417,0.0037346417,26.035204,0.7571198,0.004753849469125271,0.0028076102025806904,0.0028076102025806904,27.043119430541992,0.8141453862190247,0.0035190561320632696,0.003519056597724557,25.83138656616211,0.7460157871246338
4,0.006530638925040775,0.002939778,0.002939778,27.479725,0.8249137,0.0035908655,0.0035908662,26.270336,0.7617229,0.0039741275832057,0.002717881929129362,0.002717881929129362,27.641841888427734,0.8214251399040222,0.003241567173972726,0.003241567173972726,26.52991485595703,0.7582083344459534
5,0.006209760642020599,0.0028255498,0.0028255498,27.693483,0.8299475,0.0033842088,0.0033842083,26.565605,0.77100056,0.002421547193080187,0.002542535774409771,0.002542535774409771,27.9896183013916,0.8233160972595215,0.003010969841852784,0.003010969841852784,26.91043472290039,0.7651400566101074
6,0.005873974943979529,0.0027002196,0.0027002196,27.888939,0.8354249,0.0031737608,0.0031737608,26.873594,0.78026956,0.00510998722165823,0.00254873582161963,0.00254873582161963,28.055986404418945,0.8244124054908752,0.0029374249279499054,0.0029374246951192617,27.200618743896484,0.7705143690109253
7,0.005826530167407192,0.0026986166,0.0026986166,27.930885,0.8352448,0.0031279156,0.0031279158,26.967047,0.78360736,0.003032824257388711,0.0024826722219586372,0.0024826722219586372,28.0026912689209,0.8299105167388916,0.002924744738265872,0.002924744738265872,26.95473289489746,0.7745298147201538
8,0.005697407476415079,0.0026517469,0.0026517469,28.015451,0.8364538,0.0030456563,0.0030456563,27.106394,0.78695667,0.005109020974487066,0.00260373018682003,0.002603730419650674,27.783498764038086,0.8235061168670654,0.002907131565734744,0.002907131565734744,26.955480575561523,0.7737471461296082
9,0.005561616970273328,0.0026001057,0.0026001057,28.12852,0.8395161,0.0029615068,0.0029615068,27.262136,0.79168135,0.0024236049503087997,0.0024343044497072697,0.002434304216876626,28.208890914916992,0.8297025561332703,0.0027228337712585926,0.0027228337712585926,27.385000228881836,0.7818025946617126
10,0.005567171971193198,0.0026150756,0.0026150756,28.138891,0.84023386,0.0029520972,0.0029520972,27.308342,0.79445106,0.010466711595654488,0.002495025284588337,0.0024950250517576933,28.197750091552734,0.8271682858467102,0.002788907615467906,0.0027889080811291933,27.331260681152344,0.7790653705596924
11,0.005514578054856058,0.0025987946,0.0025987946,28.182251,0.84102917,0.00291578,0.00291578,27.392122,0.7967477,0.005510077811777592,0.0025547738187015057,0.002554773585870862,28.081233978271484,0.8270299434661865,0.0028651063330471516,0.0028651065658777952,27.391395568847656,0.7807909250259399
12,0.005278193878203402,0.0024863551,0.0024863551,28.31956,0.8446563,0.002791837,0.0027918376,27.536522,0.8009074,0.005182009190320969,0.0024873078800737858,0.0024873081129044294,27.694889068603516,0.8270730376243591,0.002951716771349311,0.002951717237010598,26.756786346435547,0.7779956459999084
13,0.005357539804552087,0.0025258926,0.0025258926,28.30851,0.8431757,0.0028316483,0.0028316483,27.524162,0.8004282,0.002754275221377611,0.0022552856244146824,0.0022552856244146824,28.33526039123535,0.8393453359603882,0.0025058193132281303,0.0025058193132281303,27.74037742614746,0.7948606610298157
14,0.0051884122296811525,0.0024478275,0.0024478273,28.397161,0.84556866,0.0027405762,0.0027405762,27.638727,0.8036693,0.003261395264416933,0.002223730320110917,0.002223730320110917,28.64825439453125,0.8400533199310303,0.00248650461435318,0.00248650461435318,27.88605499267578,0.798017144203186
15,0.005031946654970751,0.0023719666,0.0023719668,28.549221,0.8483873,0.0026599783,0.0026599783,27.773214,0.8071073,0.0035346311051398516,0.002362412167713046,0.0023624124005436897,28.298160552978516,0.8352622985839844,0.002690136432647705,0.0026901366654783487,27.313554763793945,0.7935567498207092
14,0.0051719405482934366,0.002448433,0.002448433,28.463919,0.8450381,0.002723509,0.002723509,27.730957,0.80489314,0.004716419614851475,0.0023107302840799093,0.0023107302840799093,28.33637046813965,0.8366337418556213,0.0026734250131994486,0.002673424780368805,27.425331115722656,0.79112309217453
15,0.0049976707949099365,0.0023597567,0.0023597567,28.606354,0.85121584,0.0026379128,0.0026379128,27.849436,0.810583,0.0029390319250524044,0.0021996854338794947,0.0021996854338794947,28.662656784057617,0.8409929871559143,0.002416054718196392,0.002416054718196392,27.958114624023438,0.801518976688385
16,0.005026549540310009,0.0023801639,0.0023801639,28.541254,0.8491415,0.0026463869,0.0026463869,27.823221,0.8098179,0.0027505727484822273,0.0021898304112255573,0.0021898304112255573,28.650053024291992,0.8379747867584229,0.0025295920204371214,0.002529592253267765,27.6270694732666,0.7940332293510437
17,0.004909833176013004,0.0023281805,0.0023281805,28.63207,0.84977746,0.002581652,0.0025816523,27.910946,0.8108467,0.002730935113504529,0.00218389043584466,0.002183890203014016,28.664012908935547,0.8406408429145813,0.0024078742135316133,0.0024078742135316133,28.03217124938965,0.8013451099395752
18,0.004950834669694746,0.0023528019,0.0023528019,28.57048,0.8492459,0.0025980305,0.0025980305,27.871649,0.8111351,0.0019150148145854473,0.0021235758904367685,0.0021235758904367685,28.7801570892334,0.8441482186317444,0.002361132763326168,0.002361132763326168,28.086204528808594,0.8048120737075806
19,0.004972310995610853,0.0023804237,0.0023804237,28.562704,0.84825027,0.0025918884,0.0025918884,27.911287,0.81192225,0.003813641145825386,0.0021444479934871197,0.0021444479934871197,28.79734992980957,0.8442563414573669,0.0023668252397328615,0.0023668252397328615,28.14216423034668,0.8071590662002563
20,0.0049820181576352394,0.0023707685,0.0023707685,28.593798,0.849987,0.0026112483,0.0026112483,27.916187,0.81254554,0.0033942630980163813,0.00214753276668489,0.0021475329995155334,28.659420013427734,0.8406354188919067,0.002359203528612852,0.0023592037614434958,28.048511505126953,0.804029107093811
21,0.004818849978410408,0.0022976145,0.0022976145,28.704458,0.8524552,0.0025212346,0.0025212346,28.043222,0.81612074,0.006032333709299564,0.0021503365132957697,0.0021503365132957697,28.670860290527344,0.8410229682922363,0.0023557795211672783,0.0023557795211672783,28.041887283325195,0.8039677143096924
22,0.004783801914062577,0.0022771857,0.0022771857,28.709408,0.853639,0.0025066163,0.0025066165,28.028414,0.8167349,0.0026005872059613466,0.002150119049474597,0.0021501188166439533,28.752588272094727,0.844041109085083,0.0023733898997306824,0.0023733898997306824,28.065181732177734,0.8065930604934692
23,0.004745819113365238,0.00227365,0.00227365,28.808355,0.8544379,0.0024721643,0.0024721643,28.187065,0.8195413,0.004126246087253094,0.0021893754601478577,0.002189375227317214,28.644622802734375,0.8403146862983704,0.002370706759393215,0.002370706759393215,28.191083908081055,0.8044869899749756
24,0.004670035559778356,0.0022326645,0.0022326645,28.832382,0.8556005,0.0024373645,0.0024373645,28.187397,0.8204802,0.0030294719617813826,0.0021765688434243202,0.002176569076254964,28.295488357543945,0.8497881293296814,0.002479385118931532,0.002479385118931532,27.467529296875,0.813890278339386
25,0.004635965347666503,0.0022135994,0.0022135992,28.877056,0.8564501,0.0024223672,0.0024223672,28.226301,0.82113576,0.002501707524061203,0.0020949523895978928,0.0020949523895978928,29.035999298095703,0.8481557369232178,0.002352415816858411,0.002352415816858411,28.275197982788086,0.8069677948951721
26,0.004605630420135438,0.0022067716,0.0022067716,28.94145,0.8561838,0.0023988592,0.0023988592,28.31101,0.8222614,0.0029661234002560377,0.0019577033817768097,0.0019577033817768097,28.922435760498047,0.8532818555831909,0.0021636763121932745,0.0021636763121932745,28.3118839263916,0.8168095946311951
27,0.004634930797675662,0.002225212,0.002225212,28.87089,0.8561942,0.0024097157,0.0024097157,28.269312,0.8228258,0.0026543675921857357,0.0019379035802558064,0.0019379033474251628,29.204418182373047,0.8543374538421631,0.0021961629390716553,0.002196163171902299,28.404895782470703,0.8160831928253174
25,0.004626289437395893,0.0022160744,0.0022160744,28.92827,0.8563603,0.002410211,0.002410211,28.305586,0.8223354,0.002560501452535391,0.0021227793768048286,0.0021227793768048286,28.724990844726562,0.8457345366477966,0.002349055605009198,0.002349055605009198,27.97127342224121,0.8106485605239868
26,0.004628531859772785,0.002212421,0.0022124213,28.876371,0.85598683,0.0024161076,0.0024161076,28.246742,0.821731,0.00410482008010149,0.0020917928777635098,0.0020917928777635098,28.951751708984375,0.8462897539138794,0.00232201861217618,0.00232201861217618,28.200420379638672,0.8101562857627869
27,0.0045531626809760285,0.0021722515,0.0021722515,28.969423,0.85806555,0.0023809157,0.0023809157,28.330797,0.8238128,0.0015672101872041821,0.0020343007054179907,0.002034300472587347,28.849214553833008,0.8521972894668579,0.002198165515437722,0.002198165515437722,28.459611892700195,0.8195247054100037
28,0.004479547550103975,0.0021488708,0.0021488708,29.081154,0.86018926,0.0023306764,0.0023306762,28.464083,0.8266863,0.009809303097426891,0.0023117398377507925,0.0023117398377507925,28.352157592773438,0.8417376279830933,0.002649301430210471,0.002649301430210471,27.53851318359375,0.7973201870918274
29,0.004551905918533858,0.0021840716,0.0021840718,28.987751,0.85857004,0.0023678283,0.0023678285,28.386509,0.8253906,0.005532930605113506,0.0019759589340537786,0.001975958701223135,29.107404708862305,0.849841833114624,0.0022523626685142517,0.0022523626685142517,28.252302169799805,0.8104554414749146
30,0.004526701381820641,0.002167999,0.002167999,29.01031,0.85876644,0.0023587057,0.0023587057,28.40055,0.825836,0.0062150172889232635,0.0021558813750743866,0.0021558813750743866,28.79693031311035,0.842786967754364,0.0024180698674172163,0.00241807010024786,28.099075317382812,0.8052601218223572
31,0.004571679073625192,0.0021998591,0.0021998591,28.982155,0.85943294,0.0023718262,0.0023718262,28.383713,0.82699627,0.003457543905824423,0.0020019933581352234,0.0020019933581352234,29.1529483795166,0.8544083833694458,0.002183679724112153,0.0021836799569427967,28.514270782470703,0.8184751868247986
32,0.0045283373075108106,0.002174549,0.002174549,28.955717,0.85921496,0.002353788,0.002353788,28.375431,0.8261914,0.006927640177309513,0.001979114953428507,0.001979114720597863,29.142620086669922,0.8517577648162842,0.0021786317229270935,0.002178631955757737,28.581483840942383,0.8181310296058655
33,0.004539922707216546,0.0021874434,0.0021874434,28.975021,0.8594498,0.0023524796,0.00235248,28.403194,0.8273755,0.005755697377026081,0.002053783042356372,0.0020537832751870155,28.87972640991211,0.8527018427848816,0.0022532546427100897,0.0022532548755407333,28.19166374206543,0.8189171552658081
34,0.0044072012941998966,0.0021291175,0.0021291175,29.059256,0.86068225,0.0022780935,0.0022780935,28.522896,0.8298512,0.0015803484711796045,0.0020287318620830774,0.0020287318620830774,28.955202102661133,0.8513400554656982,0.0021752153988927603,0.0021752153988927603,28.491182327270508,0.8187568783760071
34,0.004402243736829539,0.0021140538,0.0021140538,29.094986,0.8602069,0.0022881886,0.0022881886,28.51122,0.82790345,0.00089821289293468,0.001962651964277029,0.0019626521971076727,29.325244903564453,0.8562226295471191,0.0021076290868222713,0.0021076290868222713,28.753509521484375,0.8243656158447266
35,0.004525208022305042,0.002168327,0.002168327,29.020264,0.8601166,0.0023568806,0.0023568808,28.400795,0.8266439,0.0056069279089570045,0.0020229944493621588,0.0020229944493621588,28.874662399291992,0.8486725687980652,0.0021714987233281136,0.0021714987233281136,28.401334762573242,0.815859854221344
36,0.004406527352889329,0.0021164366,0.0021164364,29.113014,0.86077434,0.0022900894,0.0022900896,28.539219,0.82908237,0.001809258246794343,0.0018559390446171165,0.0018559390446171165,29.460155487060547,0.8583040237426758,0.002034989418461919,0.002034989418461919,28.7049503326416,0.8239684104919434
37,0.004443548547799394,0.002135971,0.002135971,29.067883,0.86230946,0.002307579,0.002307579,28.496841,0.8302231,0.0020254317205399275,0.0019506432581692934,0.0019506432581692934,29.21774673461914,0.8546476364135742,0.002143449615687132,0.002143449615687132,28.661970138549805,0.8198570013046265
38,0.004359730111021539,0.002097003,0.0020970032,29.15091,0.86344796,0.0022627218,0.0022627218,28.58153,0.83160174,0.0016174279153347015,0.0019346995977684855,0.0019346995977684855,28.974411010742188,0.8607271313667297,0.002083323895931244,0.002083323895931244,28.580976486206055,0.8286635875701904
39,0.0044502241887703015,0.0021459702,0.0021459702,29.067858,0.86050063,0.002304261,0.002304261,28.516113,0.8292816,0.005157254170626402,0.001972682774066925,0.0019726830068975687,29.077301025390625,0.8542129397392273,0.0021198310423642397,0.0021198312751948833,28.641796112060547,0.8195485472679138
40,0.004375716617889541,0.002109507,0.002109507,29.15006,0.86274356,0.0022662086,0.0022662089,28.60834,0.8322288,0.003488412592560053,0.0019087173277512193,0.0019087173277512193,29.171894073486328,0.8566645383834839,0.0020486474968492985,0.0020486474968492985,28.70955467224121,0.8232904672622681
41,0.004322899955995699,0.0020771502,0.00207715,29.301332,0.86436313,0.0022457463,0.0022457463,28.726444,0.83324254,0.00507178483530879,0.0018328919541090727,0.0018328919541090727,29.385759353637695,0.859250009059906,0.002010988537222147,0.002010988537222147,28.84192657470703,0.8248123526573181
42,0.004299221154815314,0.002068963,0.002068963,29.271387,0.8641573,0.0022302573,0.0022302573,28.71127,0.833584,0.0016950815916061401,0.0019522705115377903,0.0019522702787071466,29.273073196411133,0.857739269733429,0.0021654937881976366,0.002165493555366993,28.52602195739746,0.8242470026016235
43,0.00432452102741081,0.0020812862,0.0020812864,29.268192,0.8641544,0.0022432338,0.0022432338,28.688766,0.8332328,0.0024860501289367676,0.0019584200344979763,0.0019584200344979763,29.06317138671875,0.8537375926971436,0.0021892995573580265,0.0021892995573580265,28.413713455200195,0.8187286853790283
44,0.0042937697636598725,0.0020667573,0.0020667573,29.189587,0.86429685,0.0022270214,0.0022270214,28.63087,0.83348256,0.0043478719890117645,0.0018681122455745935,0.0018681121291592717,29.391864776611328,0.86212158203125,0.002068107482045889,0.002068107482045889,28.75294303894043,0.8286248445510864
45,0.0043226595887534604,0.0020876708,0.002087671,29.178085,0.8637268,0.0022349881,0.0022349884,28.64195,0.83294946,0.004285992123186588,0.0019586291164159775,0.0019586291164159775,29.23779296875,0.855394184589386,0.0021416516974568367,0.0021416519302874804,28.59494400024414,0.8218705654144287
46,0.004245625061051854,0.0020391592,0.0020391592,29.285042,0.86515003,0.0022064592,0.0022064592,28.710907,0.8343293,0.0035678627900779247,0.0019085522508248687,0.0019085522508248687,29.366247177124023,0.8572465181350708,0.0020643933676183224,0.0020643933676183224,28.80535125732422,0.8238239884376526
47,0.004248753199911974,0.0020413543,0.0020413543,29.206327,0.86432767,0.002207398,0.002207398,28.653261,0.8334748,0.001486701425164938,0.0018619358306750655,0.0018619362963363528,29.433902740478516,0.8621572852134705,0.002032144460827112,0.002032144460827112,28.84844970703125,0.8277048468589783
48,0.004199250298703798,0.0020154426,0.0020154426,29.331114,0.8668146,0.0021838055,0.0021838055,28.748999,0.8356418,0.001401814864948392,0.0020221073646098375,0.0020221073646098375,28.796621322631836,0.8559121489524841,0.002285564783960581,0.002285564551129937,28.033737182617188,0.8218333721160889
49,0.004152659046037486,0.0019997216,0.0019997216,29.414053,0.86781704,0.002152934,0.002152934,28.853691,0.83790034,0.004369914066046476,0.001997145125642419,0.001997145125642419,29.091503143310547,0.854009211063385,0.002243461785838008,0.002243461785838008,28.391582489013672,0.8183019161224365
50,0.004178947936903838,0.0020113704,0.0020113704,29.360498,0.86718994,0.0021675758,0.002167576,28.803299,0.8366675,0.0012218045303598046,0.0018583063501864672,0.0018583063501864672,29.38364601135254,0.8595500588417053,0.0020170854404568672,0.0020170854404568672,28.860706329345703,0.8275043964385986
51,0.004225400386837498,0.002036572,0.002036572,29.28359,0.86617047,0.002188832,0.002188832,28.74273,0.83605564,0.0024541153106838465,0.0019075971795246005,0.0019075971795246005,29.3981990814209,0.8561896681785583,0.0020568715408444405,0.0020568715408444405,28.79344367980957,0.8261677026748657
52,0.004127301044435525,0.0019827175,0.0019827173,29.37185,0.86762846,0.002144588,0.0021445882,28.804655,0.83694494,0.003945611882954836,0.002041712636128068,0.0020417124032974243,28.985502243041992,0.8473308086395264,0.002226044423878193,0.0022260446567088366,28.410547256469727,0.8142350316047668
53,0.0040958740836585,0.0019744583,0.0019744583,29.387861,0.86912733,0.0021214164,0.0021214164,28.845736,0.83935297,0.001144537702202797,0.0018161082407459617,0.0018161082407459617,29.573915481567383,0.8636466264724731,0.0019775857217609882,0.0019775857217609882,28.978879928588867,0.8306632041931152
54,0.004046176544889695,0.0019491354,0.0019491354,29.4781,0.8698776,0.0020970476,0.0020970476,28.932608,0.8400222,0.002716455375775695,0.002250651130452752,0.002250651130452752,28.353910446166992,0.8436461687088013,0.0022495274897664785,0.0022495274897664785,28.20750617980957,0.8190508484840393
55,0.00407797440454858,0.0019603847,0.0019603847,29.453806,0.87074655,0.002117589,0.002117589,28.889917,0.8408896,0.0014417835045605898,0.0018657819600775838,0.0018657819600775838,29.554903030395508,0.8609492778778076,0.002056862460449338,0.002056862460449338,28.8679256439209,0.8279449939727783
56,0.004148945855188315,0.002002524,0.002002524,29.409931,0.86800534,0.0021464215,0.0021464217,28.880991,0.83832425,0.0022073432337492704,0.0018428901676088572,0.0018428901676088572,29.515764236450195,0.8605870604515076,0.002054464304819703,0.002054464304819703,28.77556037902832,0.8238821029663086
57,0.004209014175504072,0.0020313608,0.0020313608,29.363623,0.8680556,0.0021776531,0.0021776534,28.827862,0.8382448,0.007383514195680618,0.0018365790601819754,0.0018365788273513317,29.544557571411133,0.8647280931472778,0.0020222060848027468,0.0020222060848027468,28.876461029052734,0.8305813670158386
58,0.004140593983550355,0.0019911982,0.0019911982,29.40279,0.8686806,0.0021493952,0.0021493952,28.850468,0.83847284,0.007814755663275719,0.0019091303693130612,0.0019091303693130612,29.428525924682617,0.8571142554283142,0.002077576005831361,0.0020775762386620045,28.89385414123535,0.826467752456665
59,0.004121317268008742,0.0019842873,0.0019842875,29.403238,0.8689089,0.0021370284,0.0021370284,28.851467,0.8392743,0.0008777143666520715,0.0018995868740603328,0.0018995868740603328,29.404024124145508,0.8582040667533875,0.0021287365816533566,0.002128736814484,28.6640567779541,0.8211849331855774
60,0.004071114886203388,0.0019580184,0.0019580184,29.407003,0.8683805,0.0021130997,0.0021130997,28.870079,0.83843315,0.0030619583558291197,0.0018433084478601813,0.0018433082150295377,29.414955139160156,0.8597612380981445,0.0020733505953103304,0.0020733505953103304,28.737985610961914,0.8231716752052307
61,0.00406022778630628,0.001955575,0.0019555748,29.448832,0.8703337,0.0021046565,0.0021046565,28.899675,0.8404207,0.0013365199556574225,0.0021073478274047375,0.0021073478274047375,28.799665451049805,0.8449649214744568,0.002169776940718293,0.002169776940718293,28.4661808013916,0.8210574984550476
62,0.004264072008030511,0.0020551758,0.0020551758,29.31482,0.8667714,0.0022088995,0.0022088995,28.774948,0.8371085,0.0033283806405961514,0.0017876942874863744,0.0017876942874863744,29.761852264404297,0.861919641494751,0.0019099891651421785,0.0019099891651421785,29.228063583374023,0.8330705165863037
63,0.004014835129080691,0.001937947,0.001937947,29.472868,0.8702562,0.0020768894,0.0020768894,28.948053,0.84109247,0.0024362746626138687,0.001817622222006321,0.001817622222006321,29.537158966064453,0.8616659641265869,0.0019428986124694347,0.0019428986124694347,29.0550594329834,0.8333438634872437
64,0.004136207762060925,0.0019948205,0.0019948205,29.358759,0.86742884,0.0021413884,0.0021413884,28.837448,0.8383142,0.014605809934437275,0.0018570262473076582,0.0018570257816463709,29.569852828979492,0.860944390296936,0.0020554668735712767,0.0020554668735712767,28.918684005737305,0.8267622590065002
65,0.004074395577690329,0.0019697265,0.0019697265,29.456686,0.8693124,0.0021046707,0.0021046707,28.93795,0.8404012,0.001835870323702693,0.0018353023333474994,0.0018353023333474994,29.613037109375,0.8601169586181641,0.0020509900059551,0.0020509900059551,28.919527053833008,0.8240753412246704
66,0.004018939817807324,0.0019382325,0.0019382325,29.50033,0.8711392,0.00208071,0.0020807104,28.973753,0.84200704,0.003176924306899309,0.0019178163493052125,0.0019178165821358562,29.10736083984375,0.8567087650299072,0.0021859384141862392,0.0021859384141862392,28.352087020874023,0.819692075252533
67,0.0040515724108142115,0.0019506165,0.0019506165,29.50408,0.87093973,0.002100959,0.002100959,28.945885,0.8414968,0.007734529208391905,0.0018973620608448982,0.0018973620608448982,29.183399200439453,0.856496274471283,0.0021868101321160793,0.0021868101321160793,28.41208267211914,0.8179280161857605
68,0.003948828394274002,0.0018996247,0.0018996247,29.62024,0.87314284,0.0020492086,0.002049209,29.059702,0.84354323,0.0020404921378940344,0.0016099723288789392,0.0016099723288789392,30.008747100830078,0.8714163303375244,0.0017597947735339403,0.0017597947735339403,29.311471939086914,0.8409594297409058
69,0.004068481719699506,0.0019594964,0.0019594964,29.487665,0.8711318,0.0021089886,0.0021089888,28.950294,0.84181875,0.0024361014366149902,0.0017704097554087639,0.0017704097554087639,29.6494140625,0.8653567433357239,0.0019336238037794828,0.0019336238037794828,29.103832244873047,0.8340427279472351
70,0.004049070722883833,0.0019492079,0.0019492079,29.480558,0.8704821,0.0020998644,0.0020998649,28.935099,0.8411364,0.002237086882814765,0.001859765499830246,0.001859765499830246,29.452119827270508,0.8606507182121277,0.0020580077543854713,0.002058007987216115,28.78171157836914,0.8248938322067261
71,0.003973212365575886,0.0019137058,0.0019137061,29.51613,0.8712829,0.002059505,0.002059505,28.984938,0.8420437,0.001630043494515121,0.0019116010516881943,0.0019116008188575506,29.504310607910156,0.8602279424667358,0.0020938010420650244,0.0020938010420650244,28.88287353515625,0.8303946256637573
